Q2	Q3504248
Q2161	Q5
Q2164	Q184122
Q2167	Q12813115
Q2184	Q236036 Q3024240 Q3624078
Q2185	Q5
Q2188	Q2085381
Q2190	Q5
Q2194	Q20198160 Q2720536
Q2256	Q1637706 Q200250
Q2270	Q11173 Q55427774 Q21074597 Q21009055 Q72941151 Q187661
Q2277	Q11514315 Q48349
Q2280	Q5119 Q14921981 Q7930989 Q10864048 Q1637706 Q1549591 Q159438
Q2283	Q1058914 Q6881511 Q4830453
Q2306	Q5741069
Q2329	Q11862829 Q2465832
Q2331	Q5741069
Q2409	Q906356 Q189567
Q2449	Q5119 Q515 Q1637706 Q1549591 Q2264924
Q2462	Q11173
Q2468	Q11173
Q2471	Q5119 Q10864048 Q515 Q1637706 Q1549591
Q2492	Q5
Q2494	Q5
Q2514	Q5
Q2516	Q5
Q2518	Q5
Q2539	
Q2546	Q11173
Q2598	Q3957
Q2599	Q5
Q2604	Q5
Q2628	Q5
Q2634	Q515 Q1549591 Q3024240 Q747074
Q2643	Q5
Q2656	Q1549591 Q515 Q747074
Q2683	Q1549591 Q515 Q747074
Q2684	Q5123997 Q1549591 Q7930989
Q2736	Q31629
Q2743	Q15850590
Q2749	Q42744322 Q134626 Q19953632 Q22865 Q1187811 Q1547289 Q253030 Q85631896 Q1549591
Q2750	Q5
Q2751	Q1187811 Q515 Q747074
Q2766	Q71266741
Q2768	Q476028
Q2773	Q42744322 Q85635929 Q253030 Q515 Q1549591 Q707813
Q2795	Q42744322 Q22865 Q253030 Q1549591 Q61708099
Q2796	Q811701
Q2807	Q1637706 Q2074737 Q1549591 Q515
Q2811	Q2235308
Q2831	Q5
Q2842	Q835714
Q2865	Q42744322 Q134626 Q22865 Q61980648 Q1180262 Q253030 Q1549591
Q2868	Q1637706 Q5119 Q1549591 Q515
Q2871	Q42744322 Q22865 Q85635630 Q1549591 Q707813
Q2887	Q1637706 Q5119 Q1549591 Q25412763
Q2895	Q236036 Q3024240
Q2900	Q1637706 Q5119 Q1549591 Q515
Q2907	Q676050 Q5119 Q1549591 Q1062710
Q2966	Q42744322 Q134626 Q22865 Q1547289 Q1180262 Q1549591 Q2327515
Q2973	Q134626 Q42744322 Q1375749 Q61980648 Q1187811 Q1180262 Q253030 Q1549591
Q2977	
Q3002	Q3863
Q3013	Q5398426
Q3037	Q5119 Q15284 Q515 Q1549591 Q28464789
Q3041	Q6915
Q3043	Q5119 Q515
Q3044	Q5
Q3048	Q5
Q3068	Q6465
Q3083	Q6465
Q3110	Q5119 Q1549591 Q515 Q3556889
Q3114	Q5119 Q1549591 Q515
Q3125	Q6465
Q3130	Q5119 Q200250 Q515 Q1637706 Q1549591
Q3131	Q6465
Q3138	Q42744322 Q134626 Q22865 Q85632032 Q515 Q1549591
Q3139	Q6465
Q3141	Q1549591 Q515 Q7309306 Q1637706 Q4494320
Q3142	Q166902 Q56053097 Q1075
Q3183	Q1637706 Q1549591 Q515
Q3200	Q42744322 Q22865 Q85635929 Q253030 Q1549591
Q3203	Q70317934
Q3206	Q5852411
Q3224	Q5852411
Q3230	Q2627400 Q8104 Q241284
Q3235	Q14192234
Q3238	Q1637706 Q5119 Q1549591 Q515
Q3258	Q14192234
Q3274	Q5119 Q515 Q1637706 Q1763214 Q1549591
Q3302	Q4022
Q3306	Q1907114 Q5119 Q1549591 Q515
Q3337	Q702842
Q3344	Q702842
Q3348	Q702842
Q3351	Q702842
Q3354	Q702842
Q3358	Q702842
Q3360	Q702842
Q3366	Q702842
Q3375	Q8502
Q3376	Q1549591 Q515 Q747074
Q3388	Q8502
Q3392	Q4022
Q3409	Q1993624 Q2247863 Q6243 Q523 Q50053 Q67206691
Q3410	Q769603 Q180673
Q3428	Q8502
Q3437	Q1549591 Q515 Q747074
Q3492	Q23442
Q3519	Q1549591 Q515 Q747074
Q3532	Q1074523 Q3957
Q3540	Q5098
Q3542	Q4022
Q3551	Q1637706 Q5119 Q1549591 Q515
Q3559	Q29719886 Q49117 Q1648362
Q3561	Q5119 Q486972 Q515 Q1637706 Q1549591 Q866196
Q3572	Q1637706 Q5119 Q1549591
Q3579	Q5119 Q17001376 Q515 Q1637706 Q1549591 Q2264924
Q3586	Q5098
Q3616	Q5119 Q200250 Q208511 Q56557504 Q1637706
Q3624	Q1637706 Q5119 Q1549591 Q1057504
Q3630	Q5119 Q5098 Q515 Q1637706 Q1549591
Q3640	Q1637706 Q5119 Q50330360 Q2716259
Q3659	Q5119 Q902814 Q515 Q20683492 Q1637706 Q1549591
Q3674	Q1637706 Q5119 Q1549591 Q515
Q3680	Q831740
Q3703	Q1637706 Q10864048 Q515 Q5119
Q3711	Q648681 Q5119 Q1267939 Q10864048 Q515 Q1637706 Q1549591
Q3718	Q5119 Q2864093 Q1637706 Q1549591 Q2264924
Q3724	Q5098
Q3733	Q5119 Q10864048 Q515 Q1637706 Q1549591
Q3734	Q1977835 Q192287 Q171441 Q41162
Q3748	Q5119 Q515 Q1637706 Q1549591 Q2264924
Q3751	Q5119 Q1549591 Q12712989 Q515
Q3757	Q23442
Q3761	Q5119 Q515 Q1637706 Q1907114 Q1549591 Q2264924
Q3764	Q42744322 Q1549591 Q1187811 Q1548518
Q3766	Q5119 Q839954 Q515 Q1637706 Q1549591
Q3769	Q202216 Q36784
Q3783	Q4022 Q1049799
Q3787	Q1637706 Q5119 Q1549591 Q515
Q3799	Q5119 Q1780506 Q515
Q3805	Q5119 Q15644813 Q515 Q1637706 Q1549591
Q3816	Q5
Q3818	Q1549591 Q515 Q2264924
Q3820	Q5119 Q1549591 Q56061
Q3825	Q5119 Q1549591 Q515 Q2264924
Q3826	Q5119 Q1549591
Q3840	Q42744322 Q1548518
Q3856	Q5119 Q1549591 Q67123843 Q29556224
Q3859	Q1637706 Q10864048 Q1549591 Q5119
Q3861	Q1637706 Q685320 Q1549591 Q5119
Q3863	Q17444909
Q3866	Q5119 Q1549591
Q3870	Q3976641 Q5119 Q1549591 Q1637706
Q3876	Q5119 Q1549591 Q515
Q3881	Q1637706 Q5119 Q1549591 Q515
Q3882	Q5119 Q1549591 Q515
Q3884	Q4830453 Q6881511 Q35127
Q3889	Q5119 Q56036687 Q515 Q1637706 Q1549591 Q695469 Q2264924
Q3894	Q1637706 Q5119 Q1549591 Q515
Q3897	Q5119 Q515 Q1637706 Q378508 Q1549591 Q2264924
Q3898	Q42744322 Q1375749 Q1548518
Q3899	Q5098
Q3903	Q5098
Q3907	Q42744322 Q22865 Q85635929
Q3908	Q10742 Q2736168 Q6266
Q3911	Q5
Q3915	Q1637706 Q5119 Q1549591
Q3918	
Q3919	Q5119 Q1549591
Q3921	Q1637706 Q5119 Q1549591 Q515
Q3926	Q5119 Q1549591 Q56061
Q3929	Q5119 Q10864048 Q515 Q1549591 Q2264924
Q3930	Q31629
Q3934	Q10742
Q3935	Q5119 Q1549591 Q515
Q3949	Q42744322 Q134626 Q1548518 Q707813
Q3953	Q41162
Q3955	Q42744322 Q1401585 Q22865 Q85635203 Q1187811
Q3956	Q178561
Q3960	Q5107
Q3962	Q1148887
Q3968	Q1936384
Q3987	Q543654 Q7138926
Q4018	Q10742 Q3297051 Q162620
Q4021	Q20011319
Q4022	
Q4030	Q5
Q4040	Q10742 Q2736168
Q4061	Q5
Q4065	Q134626 Q42744322 Q707813
Q4087	Q11173 Q4832226
Q4093	Q1549591 Q515
Q4118	Q408683 Q11173
Q4119	Q5
Q4127	Q3267675 Q3293106 Q35785773 Q3488975 Q23397 Q14811181
Q4128	Q5
Q4130	Q2221906
Q4131	Q6489113 Q3957
Q4176	Q56242215
Q4191	Q70208 Q14770218 Q515 Q54935504
Q4213	Q18119757
Q4261	Q5
Q4264	Q4120211 Q218819 Q245065 Q7210356
Q4287	
Q4295	Q5
Q4341	Q831740
Q4396	Q7278
Q4398	Q55833 Q2284298
Q4403	Q27020041 Q190163
Q4409	Q1058914
Q4421	
Q4425	Q8502
Q4443	Q5
Q4454	Q7930989 Q1549591 Q56575365
Q4464	
Q4478	Q15058985
Q4508	
Q4533	Q5398426
Q4539	
Q4543	Q2312410
Q4577	Q29154430 Q7725634
Q4579	Q179461 Q29154430
Q4612	Q5
Q4616	Q5
Q4618	
Q4628	Q192611 Q66724388
Q4631	Q5
Q4648	Q23442
Q4649	Q11688446
Q4670	Q16738832 Q1371150
Q4762	Q5
Q4864	Q5
Q4886	Q427626
Q4916	Q28795800 Q8142
Q4948	Q7270 Q43185013 Q3024240 Q3624078
Q4971	Q747074
Q5043	Q6957341
Q5046	Q9135 Q218616
Q5064	Q207628 Q1344
Q5083	Q1093829 Q1549591
Q5090	
Q5092	Q1093829 Q1266818 Q1549591
Q5095	Q5098
Q5105	Q5
Q5112	Q1637706 Q1549591 Q515
Q5113	Q16521
Q5117	Q5
Q5118	Q41162
Q5119	
Q5146	Q34770 Q1288568
Q5171	Q713623
Q5187	Q41162
Q5207	Q831740
Q5219	Q41162
Q5237	Q41162
Q5257	Q48349 Q164950 Q3024240
Q5267	Q41162
Q5282	Q11173 Q189567
Q5284	Q5
Q5287	Q34770 Q1288568
Q5289	Q271680 Q241317
Q5294	
Q5319	Q11173 Q189567
Q5328	Q41162
Q5334	Q835714
Q5340	Q41162
Q5356	Q5
Q5372	Q31629
Q5375	
Q5377	Q31629
Q5383	Q5
Q5400	Q831740
Q5401	Q55833
Q5413	Q4022
Q5422	Q1977835 Q41162
Q5432	Q5
Q5443	Q5
Q5444	Q5
Q5446	Q41162
Q5450	Q5
Q5456	Q1437459
Q5465	Q5119 Q1549591 Q15042037 Q2264924
Q5466	Q41162
Q5468	Q1549591 Q515 Q2264924
Q5481	Q15634554 Q41162
Q5505	Q23397
Q5513	Q23397
Q5582	Q5
Q5588	Q5
Q5592	Q5
Q5593	Q5
Q5597	Q5
Q5608	Q5
Q5617	Q5
Q5638	
Q5669	Q5
Q5673	Q5
Q5682	Q5
Q5684	Q2974842 Q839954 Q3024240 Q3624078
Q5687	Q755017 Q515
Q5690	Q15661340 Q839954 Q19953632 Q148837
Q5693	Q193512
Q5705	Q10742 Q2736168
Q5710	Q41162
Q5711	Q193512
Q5713	Q1549591 Q515
Q5715	Q839954 Q15661340
Q5720	Q10742 Q2736168
Q5738	Q5
Q5752	Q5
Q5764	Q1549591 Q163359 Q515
Q5765	Q10742 Q33837 Q162620
Q5776	Q6936404 Q515
Q5783	Q10742 Q2736168
Q5785	Q46395 Q1402592
Q5788	Q570116 Q1144458 Q15661340 Q515
Q5806	Q1637706 Q570116 Q1549591 Q515
Q5811	Q5
Q5812	Q5
Q5813	Q10742 Q2736168 Q26934845 Q33837
Q5830	Q15056993
Q5831	Q15239622 Q10864048 Q902814 Q515 Q2074737 Q1094397 Q2264924 Q933394
Q5836	Q2074737 Q11939023 Q515
Q5838	Q1637706 Q5119 Q1549591 Q515
Q5840	
Q5843	
Q5879	Q5
Q5885	Q34770 Q1288568
Q5891	Q4671286 Q11862829
Q5926	Q85332736
Q5928	Q5
Q5935	Q5398426
Q5942	Q831740
Q5948	Q85332736
Q5950	Q5
Q5971	Q41162
Q5977	Q5
Q5981	Q3957 Q10571400 Q515 Q856076
Q5985	Q856076
Q5986	Q856076
Q5991	Q856076
Q5992	Q3957 Q515 Q856076
Q5994	
Q6009	Q3957 Q515 Q856076
Q6016	Q3957 Q515 Q856076
Q6023	Q3957 Q856076
Q6036	Q11173
Q6065	Q3191695
Q6084	Q5398426
Q6097	
Q6106	Q1093829 Q62049 Q1549591 Q63440326
Q6142	Q61793460
Q6167	Q856076
Q6171	Q856076
Q6178	Q61793460
Q6225	Q1549591 Q515
Q6235	
Q6240	Q5
Q6253	Q20738811
Q6287	Q20738811
Q6320	Q184122
Q6343	Q133442
Q6346	Q21518270 Q62049 Q1074523 Q1093829 Q1549591
Q6353	Q5
Q6373	Q17431399
Q6403	Q23397 Q102192
Q6407	Q184122
Q6425	Q15056993
Q6437	Q15056993
Q6440	
Q6442	Q740752
Q6454	Q484170 Q902814 Q515
Q6471	Q15056993
Q6475	Q15056993
Q6478	Q15056993
Q6481	Q15056993
Q6484	Q15056993
Q6486	Q15056995
Q6487	Q1637706 Q1549591 Q515 Q2716259
Q6488	Q15056993
Q6506	Q1549591 Q515
Q6515	Q5
Q6527	Q5
Q6534	Q13418847 Q10931
Q6539	Q124757
Q6543	Q41162
Q6563	Q831740
Q6576	Q7930989 Q1549591 Q192287
Q6586	Q1093829
Q6602	Q5119 Q1549591 Q902814 Q484170
Q6605	Q41162
Q6607	
Q6636	Q17888
Q6649	Q17888
Q6654	Q34770 Q4536543 Q1288568
Q6663	Q19861951
Q6686	Q17412622 Q786820 Q6881511
Q6691	Q5
Q6715	Q42744322 Q15974307
Q6730	Q1549591 Q484170
Q6733	Q5
Q6809	Q41162
Q6838	Q831740
Q6882	Q5
Q6949	Q134626 Q42744322 Q707813 Q2267870
Q7003	Q484170 Q1549591
Q7020	Q193946
Q7024	Q70208 Q1187811 Q515 Q54935504
Q7026	Q34770 Q1288568
Q7030	Q42744322 Q134626 Q3957 Q515 Q707813
Q7057	Q42744322 Q2267870
Q7060	Q5
Q7075	
Q7094	Q11790203 Q1665984 Q11862829 Q28598684
Q7100	Q4162444 Q28598684
Q7141	Q28598684
Q7150	Q11862829 Q8148 Q19935939 Q28598684
Q7159	Q4120211 Q769802
Q7162	Q11862829 Q28598684
Q7165	Q33146843 Q902814
Q7170	Q5
Q7172	Q4120211 Q1140229
Q7174	Q1307214 Q183039
Q7177	Q5
Q7184	Q484652 Q245065 Q1127126
Q7186	Q5
Q7187	
Q7198	Q5
Q7200	Q5
Q7202	Q336
Q7204	Q82794 Q3502482
Q7205	Q11862829
Q7207	Q5
Q7218	Q930752 Q1665984 Q2465832
Q7231	Q5
Q7239	
Q7243	Q5
Q7248	Q1549591 Q3199141
Q7251	Q5
Q7252	Q49773 Q12909644 Q1406161
Q7270	Q1307214 Q183039
Q7272	Q12909644
Q7283	
Q7294	Q5
Q7302	Q5
Q7314	Q5
Q7317	Q5
Q7318	Q11514315 Q3024240 Q3624078
Q7320	Q7278 Q15811108
Q7331	Q5
Q7333	Q5
Q7336	Q5
Q7346	Q5
Q7348	Q4022
Q7349	Q5
Q7351	Q5
Q7362	
Q7364	Q4936952
Q7365	
Q7378	Q55983715
Q7397	Q11862829 Q268592
Q7405	Q50068795
Q7411	Q34770 Q1288568
Q7426	Q5
Q7430	Q936724
Q7432	Q427626 Q3100180 Q13578154
Q7525	Q7930989 Q1549591 Q183342 Q5124045
Q7533	Q25403900
Q7540	Q16521
Q7550	Q7930989 Q13416557 Q5123999 Q1549591
Q7559	
Q7568	Q1549591 Q3199141
Q7604	Q5
Q7637	Q5
Q7721	Q5
Q7724	Q5
Q7726	Q5
Q7729	Q5
Q7730	Q309166
Q7734	Q20643955
Q7737	Q34770 Q1288568
Q7742	Q5
Q7743	
Q7747	Q5
Q7748	Q11862829
Q7768	Q18252680 Q245065
Q7779	Q484652
Q7787	Q17524420 Q11862829
Q7788	Q831740
Q7793	Q5
Q7802	Q2095
Q7809	Q484652 Q15925165
Q7817	Q45400320 Q484652 Q15925165
Q7825	Q43229 Q484652
Q7833	Q5
Q7850	Q152559 Q34770 Q1288568 Q25295
Q7857	Q337060
Q7868	Q189118 Q5058355
Q7873	
Q7880	Q1549591 Q484170
Q7881	
Q7886	
Q7889	
Q7903	Q1637706 Q1549591 Q515 Q15623950
Q7908	Q61980413
Q7909	Q61980413
Q7910	Q61980413
Q7911	Q61980413
Q7913	Q34770 Q1288568
Q7918	Q34770 Q1288568
Q7922	Q4671286 Q2465832
Q7937	
Q7944	
Q7948	Q831740
Q7953	
Q7976	Q951873 Q33742
Q7984	Q184122
Q7991	Q11862829 Q2465832
Q8005	Q5
Q8006	Q5
Q8018	Q5
Q8028	Q63046488 Q27863646
Q8047	Q84467700
Q8054	Q24017414 Q17339814
Q8066	Q47154513
Q8068	
Q8072	
Q8073	Q1254874 Q2001305 Q1616075
Q8074	Q16332653
Q8078	Q15831325 Q336
Q8087	Q1936384
Q8091	
Q8093	Q1137109 Q1058914 Q6881511 Q4830453
Q8097	Q34770 Q1288568
Q8102	
Q8108	Q34770 Q1097949 Q1288568
Q8134	Q4671286 Q11862829
Q8142	
Q8148	Q3958441
Q8162	Q4671286 Q11862829
Q8168	Q4022
Q8177	Q20738676
Q8183	
Q8196	Q4004706 Q185087
Q8197	Q4022
Q8201	Q3953107
Q8216	Q9779 Q29517555 Q65045986
Q8223	Q20738676
Q8224	Q262166
Q8253	Q483394
Q8261	Q4263830 Q223393
Q8269	Q7725634
Q8274	Q26971562 Q20087698
Q8298	Q5
Q8338	Q34379
Q8341	Q188451
Q8343	
Q8350	
Q8355	
Q8366	
Q8371	
Q8385	Q12031379 Q7841907 Q5153359 Q1549591 Q15978299 Q515 Q8452914 Q257978
Q8406	Q18325841 Q2235308
Q8413	Q5
Q8415	Q159821
Q8434	Q11862829 Q2465832
Q8442	Q5
Q8447	Q10876391
Q8449	Q10876391
Q8452	Q55214844 Q7189713
Q8459	Q5
Q8461	Q12909644
Q8467	Q5
Q8474	Q5
Q8475	Q484652 Q732717 Q245065
Q8486	
Q8488	Q159821
Q8495	
Q8502	
Q8513	
Q8514	
Q8518	Q20738676
Q8531	Q27968055 Q159821
Q8539	Q5398426
Q8544	Q159821
Q8556	Q5
Q8569	Q85493040
Q8577	Q159821
Q8581	Q5
Q8597	Q5
Q8619	Q5
Q8646	Q779415 Q486972 Q515 Q1907114 Q1549591 Q3373417 Q1637706
Q8652	Q1093829 Q1549591
Q8660	Q1637706 Q56061 Q200250
Q8673	Q174844 Q515 Q1637706 Q1907114 Q1549591 Q2264924
Q8678	Q5119 Q3184121 Q515 Q1637706 Q1549591
Q8680	Q1211369
Q8681	Q46970
Q8684	Q1637706 Q5119 Q7574799
Q8686	Q1066538 Q1208802 Q515 Q1637706 Q1549591
Q8692	Q1200957 Q515 Q2074737 Q1549591 Q2264924
Q8694	Q1248784 Q644371
Q8703	Q1248784 Q644371
Q8707	Q900406
Q8709	Q1248784 Q644371
Q8712	Q644371
Q8716	Q1248784 Q644371
Q8717	Q2074737 Q1549591 Q515
Q8725	Q1248784 Q644371
Q8727	Q1248784 Q644371
Q8733	Q3024240 Q3624078
Q8736	Q625298
Q8739	Q5
Q8747	Q5
Q8748	Q152559 Q34770 Q1288568
Q8750	Q5
Q8752	Q34770 Q33648 Q1288568 Q83365345
Q8753	Q5
Q8772	Q5
Q8774	Q6881511 Q4830453
Q8778	Q5
Q8785	Q33742 Q1288568
Q8793	Q4830453
Q8798	Q34770 Q1288568
Q8810	Q2074737 Q1200957 Q1549591 Q515
Q8818	Q2074737 Q1549591 Q1200957 Q515
Q8821	Q34770 Q4536543 Q1288568
Q8826	Q2074737 Q1549591 Q192611 Q515
Q8827	Q5
Q8828	Q570116 Q486972 Q23442
Q8860	Q8928
Q8877	Q5
Q8928	
Q8939	Q253019
Q8981	Q1248784 Q644371
Q8982	Q1248784 Q644371
Q8987	Q1248784 Q644371
Q8988	Q1248784
Q8994	Q1248784
Q8996	Q1248784 Q644371
Q8999	Q1248784 Q644371
Q9006	Q313301
Q9010	Q34442 Q313301
Q9011	Q34442
Q9013	Q34442
Q9015	Q34442
Q9016	Q313301
Q9018	Q34442
Q9020	Q34442
Q9022	Q1952852 Q515 Q20202352 Q1637706 Q1549591
Q9023	Q34442
Q9026	Q34442
Q9027	Q34770 Q1288568
Q9030	Q34442
Q9032	Q34442
Q9035	Q34770 Q1288568
Q9037	Q313301
Q9041	Q5
Q9042	Q34442
Q9043	Q34770 Q1288568 Q152559
Q9049	Q5
Q9056	Q34770 Q1288568
Q9058	Q34770 Q1288568
Q9061	Q5
Q9063	Q34770 Q1288568
Q9064	Q1248784 Q644371
Q9067	Q33742 Q1288568
Q9072	Q1288568 Q34770 Q171263 Q152559
Q9078	Q34770 Q1288568 Q152559
Q9083	Q34770 Q1288568
Q9085	Q29946056
Q9089	Q9174
Q9091	Q34770 Q83365345 Q1288568
Q9095	Q5
Q9103	Q4936952
Q9106	Q5
Q9121	
Q9123	Q5
Q9129	Q34770 Q1288568
Q9134	Q483394
Q9141	Q570116 Q16560
Q9142	Q34770 Q1288568 Q83365347
Q9158	
Q9166	Q34770 Q33742 Q1288568
Q9168	Q152559 Q34770 Q33742 Q1288568
Q9170	Q876102
Q9176	Q34770 Q1288568
Q9179	Q34442
Q9181	Q20643955
Q9184	Q179461 Q29154430 Q7725634
Q9186	Q33384 Q34770
Q9190	Q29154430 Q7725634
Q9192	Q315
Q9199	Q34770 Q1288568
Q9200	Q5
Q9203	Q34442 Q313301
Q9205	Q337657 Q34770 Q1288568
Q9211	Q34770 Q1288568
Q9217	Q34770 Q33742 Q1288568
Q9224	Q747074
Q9235	Q5
Q9237	Q34770 Q1288568 Q152559
Q9240	Q34770 Q399495 Q1288568
Q9246	Q152559 Q34770 Q1288568
Q9248	Q1637706 Q5119 Q1549591
Q9266	
Q9268	Q1189816 Q47280 Q9174
Q9270	Q5119 Q1549591 Q515
Q9279	Q5119 Q15284 Q515
Q9288	Q34770 Q1288568
Q9292	Q152559 Q34770 Q1288568
Q9294	Q5
Q9296	Q34770 Q1288568
Q9299	Q34770 Q4536543 Q1288568
Q9309	Q34770 Q83365345 Q1288568
Q9322	Q249556 Q270791 Q206361
Q9326	Q5119 Q1549591 Q515
Q9331	Q89934
Q9334	Q28601953 Q1273203
Q9337	Q83057
Q9340	Q35127 Q1668024 Q166142 Q914359 Q1343205
Q9349	Q2351962 Q860676
Q9350	
Q9358	Q5
Q9361	Q15623974 Q10864048 Q1549591 Q5119
Q9364	Q5
Q9365	Q5119 Q1549591 Q515
Q9366	Q4182287
Q9368	
Q9372	Q5
Q9377	Q4936952
Q9381	Q5
Q9387	Q5
Q9394	Q55983715 Q25900
Q9397	Q5
Q9415	
Q9418	Q11862829
Q9422	Q1077817 Q190 Q5
Q9439	Q5
Q9441	Q5
Q9458	Q5
Q9465	Q22811234 Q11862829
Q9479	
Q9486	Q5
Q9500	Q1478443
Q9513	Q5
Q9531	Q26398 Q4830453
Q9532	Q166142
Q9539	Q1060750 Q166142
Q9546	Q5
Q9558	Q1373429
Q9559	Q5
Q9574	Q747074
Q9576	Q5
Q9584	Q17412622 Q6881511 Q4830453
Q9585	Q1192063
Q9587	Q1373429
Q9589	Q166142 Q24657198 Q240795 Q210337
Q9592	Q34651 Q13414953
Q9595	Q3451071
Q9610	Q34770 Q1288568
Q9620	
Q9633	
Q9648	Q46395 Q33837 Q15239622 Q1351282
Q9655	
Q9669	Q3778417
Q9674	Q82414
Q9676	Q185086 Q7275
Q9683	Q50068795
Q9686	Q22698 Q644371
Q9688	Q1248784 Q644371
Q9694	Q644371
Q9734	Q20202269 Q188451 Q862597
Q9759	Q188451 Q862597
Q9779	
Q9794	Q188451
Q9798	
Q9815	Q2039348
Q9885	Q1549591 Q515
Q9896	Q178359
Q9903	Q50068795 Q12857432
Q9916	Q5
Q9961	Q5
Q9964	Q188725 Q19776628 Q3841820
Q9974	Q2039348
Q10000	Q10876391
Q10032	Q2039348
Q10045	Q2039348
Q10086	Q6936225 Q1549591 Q515
Q10090	Q4392985
Q10125	Q5
Q10135	Q341 Q207170 Q332903
Q10151	Q276
Q10184	Q1110794
Q10185	Q1110794
Q10282	Q2074737 Q1549591 Q515
Q10287	Q5
Q10294	
Q10304	Q747074
Q10305	Q1549591 Q61763947
Q10387	Q1047113
Q10414	Q85482556
Q10510	Q5
Q10520	Q5
Q10524	Q5
Q10530	Q85482556
Q10544	Q85482556
Q10557	Q22721 Q464235
Q10686	Q1549591 Q515 Q17364572
Q10690	Q5119 Q1549591
Q10691	Q7278
Q10717	Q5119 Q515
Q10737	Q2438541
Q10754	Q5
Q10779	Q42744322 Q515
Q10804	Q34442
Q10808	Q34442
Q10809	Q34442
Q10810	Q34442
Q10812	Q34442
Q10813	Q34442
Q10815	Q34442
Q10817	Q34442
Q10818	Q217327
Q10821	Q34442
Q10824	Q34442
Q10826	Q34442
Q10827	Q34442
Q10828	Q34442
Q10829	Q34442
Q10833	Q34442
Q10834	Q34442
Q10835	Q34442
Q10838	Q34442
Q10839	Q34442
Q10841	Q34442
Q10844	Q34442
Q10846	Q34442
Q10854	Q34442
Q10855	Q34442
Q10884	Q55983715
Q10941	Q262166
Q10943	
Q10978	
Q10987	Q25403900 Q1783121
Q10990	
Q11002	Q902638 Q26897776
Q11004	
Q11022	Q44409287
Q11024	Q1413287
Q11031	Q5
Q11036	Q5741069
Q11053	Q47154513
Q11059	Q34770 Q11862829 Q436240
Q11063	Q28640
Q11086	Q3191695
Q11106	
Q11146	Q131569
Q11148	Q11032 Q1110794
Q11158	
Q11165	Q11790203 Q11862829
Q11190	Q2267705 Q28640 Q11862829 Q627436 Q843601
Q11194	Q5119 Q1549591 Q515
Q11196	Q10864048 Q843752 Q15239622 Q15634554
Q11205	Q1936384
Q11215	Q9135
Q11221	Q196600
Q11222	Q9135
Q11226	Q9135
Q11230	Q9135 Q218616
Q11233	Q9135
Q11246	Q5065113 Q11288 Q756230 Q5318 Q41494 Q513349 Q9135 Q1162303 Q44127
Q11248	Q9135
Q11255	Q7247856 Q207170 Q218616
Q11261	Q54277 Q218616 Q166142
Q11264	Q10931
Q11266	Q620615 Q11320567
Q11272	Q183197
Q11276	Q17444909
Q11280	Q20738811
Q11282	Q17444909
Q11299	Q1066984 Q408804
Q11304	Q33146843
Q11336	Q47461344
Q11337	Q42744322 Q54935786
Q11341	Q18287040 Q218616
Q11351	Q4671286 Q11790203 Q11862829
Q11354	Q341 Q308980 Q11288 Q1371279
Q11359	Q5
Q11364	
Q11368	
Q11369	
Q11378	Q979507
Q11387	Q17444909
Q11402	
Q11404	
Q11405	Q1254773
Q11406	Q4162444
Q11409	Q1156854
Q11412	Q104934 Q1293220
Q11421	
Q11423	Q28733284
Q11424	
Q11425	Q1001378
Q11427	
Q11436	Q334166
Q11442	Q334166
Q11451	Q268592 Q3958441
Q11460	
Q11462	Q1637706 Q1549591 Q3199141
Q11463	Q59859818 Q6881511 Q4830453 Q377688
Q11469	Q15831577 Q214609
Q11475	
Q11483	Q5
Q11568	Q1549591 Q515
Q11598	Q5398426
Q11631	Q28640
Q11633	Q2695280 Q735 Q11862829
Q11635	Q45971958 Q268592
Q11637	Q5
Q11642	Q1914636
Q11661	Q11862829 Q2465832 Q8148
Q11698	Q820655 Q1326430 Q7755
Q11703	Q462778 Q1048835 Q783733 Q1352230 Q47488809
Q11708	Q82794
Q11709	Q164950
Q11720	Q250811 Q1549591 Q1637706
Q11725	Q1637706 Q515 Q1208802
Q11736	Q1066538 Q1208802 Q1637706 Q1549591 Q2264924
Q11739	Q1637706 Q1549591 Q515
Q11746	Q250811 Q1549591 Q1637706
Q11751	Q1637706 Q65589340 Q1749269
Q11758	Q5
Q11764	Q15401633
Q11772	Q28171280 Q11042 Q19953632 Q3502482 Q1620908
Q11774	Q48349 Q3024240
Q11816	Q5
Q11817	Q5
Q11834	Q699
Q11854	Q1637706 Q1549591 Q3957
Q11869	Q5
Q11876	Q7725634
Q11887	Q5
Q11889	Q215380
Q11890	Q5741069
Q11896	Q5
Q11901	Q5
Q11903	Q5
Q11910	Q1549591 Q515
Q11911	Q56061 Q23058
Q11913	Q10876391
Q11917	Q23058
Q11918	Q10876391
Q11920	Q10876391
Q11923	Q8091
Q11935	Q70208 Q54935504
Q11953	Q2074737
Q11959	Q2074737 Q1549591 Q515
Q11972	Q23058
Q11974	Q2074737 Q1549591 Q515
Q11975	Q5
Q11986	Q7366 Q134556
Q11987	Q5
Q11988	Q7366
Q11998	Q5
Q12009	Q9212979
Q12013	Q189210 Q4505959 Q35127
Q12020	Q28933155 Q35127
Q12029	
Q12078	Q12136
Q12100	Q31629
