Q15	Q5107
Q1860	Q1288568 Q33742 Q34770
Q1861	Q1549591 Q10864048 Q5119 Q515 Q1637706 Q15634695
Q1865	Q1008803 Q1637706 Q5119
Q1867	Q2225003 Q1549591 Q515 Q10876480 Q1637706 Q5119
Q1872	Q11344
Q1874	Q2264924 Q1637706 Q5123999 Q1549591
Q1886	Q476028
Q1890	Q5098
Q1891	Q515 Q747074 Q1187811 Q1549591
Q1895	Q7930989 Q486972 Q192287 Q1549591
Q1897	Q515 Q747074 Q5119
Q1899	Q5124045 Q51929311 Q7930989 Q1637706 Q5119
Q1903	Q515 Q747074 Q1549591
Q1904	Q11828004
Q1906	Q515 Q747074
Q1914	Q41162
Q1930	Q14762300 Q17457753 Q5119 Q1549591
Q1948	Q3750285 Q11828004
Q1951	Q3750285 Q11828004
Q1952	Q1351282 Q3750285 Q11828004
Q1953	Q20724701 Q1549591 Q10864048 Q1637706 Q5119
Q1957	Q7930989 Q1549591
Q1960	Q2264924 Q515 Q1637706 Q1549591
Q1963	Q515 Q1637706 Q5119 Q1549591
Q1965	Q1351282 Q3750285 Q11828004
Q1974	Q11828004
Q1979	Q1351282 Q3750285 Q11828004
Q1989	Q3750285 Q11828004
Q2003	Q3750285 Q11828004
Q2008	Q1339195 Q55488
Q2009	Q9357527 Q18810091 Q3750285
Q2015	Q835714
Q2023	Q9357527 Q3750285
Q2028	Q515 Q747074 Q1549591
Q2037	Q476028
Q2044	Q747074 Q1549591 Q515 Q3024240 Q5119
Q2051	Q5098
Q2052	Q476028
Q2053	Q2661442 Q37045 Q235557
Q2066	Q1187811 Q42744322 Q22865 Q1549591 Q1907114 Q707813 Q85635630
Q2073	Q41162
Q2078	Q1572121 Q20155966
Q2079	Q22865 Q42744322 Q1549591 Q515 Q61708099 Q253030
Q2082	Q44551483 Q21507383 Q1549591
Q2090	Q57318 Q85631896 Q22865 Q42744322 Q1549591 Q515
Q2096	Q21507383 Q515 Q1549591 Q55440238
Q2100	Q1187811 Q22865 Q42744322 Q1549591 Q253030 Q707813 Q85635630
Q2108	Q34442
Q2110	Q5098
Q2118	Q590080
Q2119	Q2327515 Q1187811 Q1180262 Q42744322 Q1549591 Q22865 Q253030
Q2127	Q21507383 Q515 Q3788231
Q2128	Q211201 Q7188
Q2132	Q21507383 Q515 Q1549591
Q2135	Q21507383 Q515 Q1549591
Q2137	Q7930989
Q2138	Q21507383 Q515
Q2140	Q5098
Q2141	Q21507383 Q515 Q1388464 Q1549591
Q2145	Q27676416 Q21507383 Q1549591
Q2160	Q4022
Q2164	Q184122
Q2166	Q590080
Q2167	Q12813115
Q2175	Q5098
Q2180	Q104157 Q1549591
Q2184	Q3024240 Q236036 Q3624078
Q2185	Q5
Q2189	Q590080
Q2191	Q835714
Q2194	Q2720536 Q20198160
Q2200	Q104157 Q1549591
Q2203	Q25412763 Q1549591
Q2214	Q707813 Q192287 Q1549591 Q7930989
Q2218	Q835714
Q2219	Q7930989 Q1549591
Q2235	Q7930989 Q1549591
Q2240	Q835714
Q2254	Q83640434 Q192299
Q2256	Q1637706 Q200250
Q2272	Q755707
Q2274	Q5
Q2277	Q11514315 Q48349
Q2280	Q159438 Q1549591 Q10864048 Q14921981 Q7930989 Q1637706 Q5119
Q2283	Q4830453 Q6881511 Q1058914
Q2290	Q755707
Q2309	Q891723
Q2329	Q2465832 Q11862829
Q2331	Q5741069
Q2337	Q7930989 Q192287 Q5119 Q1549591
Q2346	Q11862829 Q11790203
Q2347	Q835714
Q2358	Q169534
Q2365	Q755707
Q2415	Q755707
Q2423	Q7930989 Q192287 Q1549591
Q2448	Q835714
Q2449	Q1549591 Q515 Q2264924 Q1637706 Q5119
Q2464	Q4022
Q2468	Q11173
Q2471	Q1549591 Q10864048 Q515 Q1637706 Q5119
Q2487	Q1827102 Q198
Q2492	Q5
Q2496	Q5
Q2513	Q1048295 Q1062138 Q148578 Q3370723
Q2518	Q5
Q2537	
Q2539	
Q2540	Q5
Q2563	Q5
Q2598	Q3957
Q2604	Q5
Q2609	Q476028
Q2632	Q5
Q2633	Q6884002
Q2634	Q515 Q747074 Q3024240 Q1549591
Q2656	Q515 Q747074 Q1549591
Q2683	Q515 Q747074 Q1549591
Q2704	Q515 Q747074 Q1549591 Q956214
Q2706	Q42744322 Q22865 Q1549591 Q85635638 Q253030
Q2714	Q476028
Q2736	Q31629
Q2739	Q476028
Q2743	Q15850590
Q2749	Q1187811 Q85631896 Q134626 Q42744322 Q22865 Q1549591 Q19953632 Q253030 Q1547289
Q2751	Q515 Q747074 Q1187811
Q2759	Q515 Q747074
Q2763	Q41397
Q2765	Q85635630 Q22865 Q42744322 Q1549591
Q2769	Q707813 Q42744322 Q134626 Q54935786
Q2770	Q7930989 Q192287 Q1549591
Q2772	Q5098
Q2773	Q85635929 Q42744322 Q1549591 Q515 Q253030 Q707813
Q2790	Q515 Q747074
Q2792	Q835714
Q2795	Q42744322 Q22865 Q1549591 Q253030 Q61708099
Q2798	Q476028
Q2801	Q7930989 Q192287 Q1549591
Q2805	Q85635630 Q42744322 Q22865 Q1549591
Q2807	Q515 Q1637706 Q1549591 Q2074737
Q2810	Q835714
Q2811	Q2235308
Q2813	Q1485500 Q431289 Q134041
Q2814	Q42744322 Q1549591 Q22865 Q61708053 Q1547289 Q707813
Q2831	Q5
Q2833	Q2327515 Q1187811 Q134626 Q42744322 Q1549591 Q14784328
Q2837	Q7930989 Q192287 Q1549591
Q2842	Q835714
Q2844	Q3184121 Q1637706 Q5119 Q1549591
Q2861	Q902814 Q1187811 Q22865 Q1549591 Q42744322 Q515 Q253030 Q707813 Q85635301 Q2138558
Q2865	Q1180262 Q134626 Q22865 Q1549591 Q42744322 Q253030 Q61980648
Q2868	Q515 Q1637706 Q5119 Q1549591
Q2871	Q22865 Q42744322 Q1549591 Q707813 Q85635630
Q2873	
Q2875	Q11424
Q2880	Q22865 Q42744322 Q1549591 Q707813 Q85635630
Q2887	Q1637706 Q25412763 Q5119 Q1549591
Q2895	Q3024240 Q236036
Q2900	Q515 Q1637706 Q5119 Q1549591
Q2902	Q85483234
Q2907	Q1062710 Q676050 Q5119 Q1549591
Q2909	Q85483234
Q2917	Q85483234
Q2937	Q61856889
Q2942	Q42744322 Q22865 Q1549591 Q707813 Q85635630
Q2966	Q2327515 Q1180262 Q134626 Q42744322 Q1549591 Q22865 Q1547289
Q2971	Q134626 Q42744322 Q1549591 Q707813 Q1548518
Q2973	Q1187811 Q1180262 Q134626 Q42744322 Q1549591 Q253030 Q1375749 Q61980648
Q2978	Q1187811 Q57318 Q85631896 Q134626 Q42744322 Q1549591 Q22865 Q225467 Q253030
Q2980	Q61856889
Q3008	Q5
Q3037	Q28464789 Q15284 Q1549591 Q515 Q5119
Q3042	Q1180262 Q22865 Q42744322 Q1549591 Q253030 Q61980648
Q3068	Q6465
Q3070	Q515 Q56061 Q5119 Q1549591
Q3071	Q188451
Q3083	Q6465
Q3093	Q6465
Q3107	Q23442
Q3110	Q3556889 Q515 Q5119 Q1549591
Q3113	Q6465
Q3114	Q515 Q5119 Q1549591
Q3118	Q7930989 Q192287
Q3126	Q85631896 Q134626 Q42744322 Q22865 Q1549591 Q253030
Q3129	Q835714
Q3130	Q1549591 Q515 Q1637706 Q5119 Q200250
Q3138	Q85632032 Q134626 Q42744322 Q22865 Q1549591 Q515
Q3139	Q6465
Q3140	Q4022
Q3141	Q7309306 Q1549591 Q515 Q1637706 Q4494320
Q3150	Q1187811 Q22865 Q42744322 Q1549591 Q515 Q253030 Q85635203
Q3183	Q515 Q1637706 Q1549591
Q3185	Q134626 Q42744322 Q1549591 Q707813 Q1548525
Q3194	Q6465
Q3206	Q5852411
Q3214	Q1187811 Q61793478 Q42744322 Q1549591 Q515 Q253030
Q3216	Q6465
Q3224	Q5852411
Q3235	Q14192234
Q3238	Q515 Q1637706 Q5119 Q1549591
Q3259	Q6465
Q3266	Q6465
Q3278	Q6465
Q3291	Q5
Q3306	Q1549591 Q515 Q1907114 Q5119
Q3334	Q6465
Q3336	Q6465
Q3354	Q702842
Q3357	Q6465
Q3361	Q6465
Q3366	Q702842
Q3368	Q6465
Q3370	Q15105893
Q3372	Q6465
Q3376	Q515 Q747074 Q1549591
Q3377	Q6465
Q3392	Q4022
Q3415	Q515 Q747074 Q1549591
Q3426	Q7930989 Q1637706 Q1549591
Q3437	Q515 Q747074 Q1549591
Q3450	Q6472
Q3476	Q747074
Q3490	Q7930989 Q1549591
Q3492	Q23442
Q3497	Q747074
Q3510	Q835714
Q3519	Q515 Q747074 Q1549591
Q3540	Q5098
Q3543	Q515 Q747074
Q3551	Q515 Q1637706 Q5119 Q1549591
Q3557	Q5098
Q3561	Q486972 Q1549591 Q515 Q866196 Q1637706 Q5119
Q3572	Q1637706 Q5119 Q1549591
Q3579	Q17001376 Q1549591 Q515 Q2264924 Q1637706 Q5119
Q3586	Q5098
Q3587	Q1254874
Q3616	Q56557504 Q208511 Q1637706 Q5119 Q200250
Q3624	Q1637706 Q1057504 Q5119 Q1549591
Q3630	Q5098 Q1549591 Q515 Q1637706 Q5119
Q3640	Q1637706 Q2716259 Q5119 Q50330360
Q3642	Q515 Q5119 Q1549591
Q3646	Q7930989 Q1549591
Q3659	Q902814 Q5119 Q1549591 Q515 Q1637706 Q20683492
Q3673	Q1840161
Q3674	Q515 Q1637706 Q5119 Q1549591
Q3680	Q831740
Q3688	Q515 Q1637706 Q5119 Q1549591
Q3692	Q1637706 Q5119 Q1549591
Q3703	Q10864048 Q515 Q1637706 Q5119
Q3711	Q1549591 Q10864048 Q515 Q648681 Q1267939 Q1637706 Q5119
Q3718	Q2864093 Q1549591 Q2264924 Q1637706 Q5119
Q3726	Q515 Q15646510 Q5119
Q3734	Q41162 Q171441 Q192287 Q1977835
Q3739	Q1549591 Q515 Q56061 Q5119
Q3748	Q1549591 Q515 Q2264924 Q1637706 Q5119
Q3750	Q42744322 Q22865 Q1549591 Q253030 Q85635203
Q3751	Q1549591 Q515 Q5119 Q12712989
Q3758	Q85632032 Q22865 Q134626 Q42744322
Q3761	Q1549591 Q515 Q1907114 Q2264924 Q1637706 Q5119
Q3766	Q839954 Q1549591 Q515 Q1637706 Q5119
Q3769	Q36784 Q202216
Q3773	Q5
Q3777	Q7930989 Q1637706 Q5119 Q1549591
Q3780	Q2264924 Q515 Q5119 Q1549591
Q3787	Q515 Q1637706 Q5119 Q1549591
Q3798	Q22865 Q61856863 Q42744322
Q3799	Q1780506 Q515 Q5119
Q3802	Q42744322 Q3678424
Q3805	Q1549591 Q515 Q15644813 Q1637706 Q5119
Q3810	Q25412763
Q3818	Q2264924 Q515 Q1549591
Q3819	Q835714 Q192611
Q3820	Q56061 Q5119 Q1549591
Q3825	Q2264924 Q515 Q5119 Q1549591
Q3826	Q5119 Q1549591
Q3834	Q902814 Q1187811 Q134626 Q42744322 Q448801
Q3838	Q902814 Q10864048 Q515 Q1637706 Q5119
Q3844	Q902814 Q1549591 Q868893 Q515 Q1637706 Q5119
Q3856	Q29556224 Q67123843 Q5119 Q1549591
Q3859	Q10864048 Q1637706 Q5119 Q1549591
Q3861	Q685320 Q1637706 Q5119 Q1549591
Q3863	Q17444909
Q3866	Q5119 Q1549591
Q3869	Q1187811 Q134626 Q42744322 Q1547289 Q3678424
Q3870	Q3976641 Q1637706 Q5119 Q1549591
Q3872	Q60680430
Q3874	Q134626 Q1187811 Q42744322 Q3678424
Q3881	Q515 Q1637706 Q5119 Q1549591
Q3882	Q515 Q5119 Q1549591
Q3883	Q515 Q747074
Q3884	Q4830453 Q6881511 Q35127
Q3887	
Q3889	Q695469 Q1549591 Q515 Q56036687 Q2264924 Q1637706 Q5119
Q3891	Q5098
Q3894	Q515 Q1637706 Q5119 Q1549591
Q3897	Q378508 Q1549591 Q515 Q2264924 Q1637706 Q5119
Q3899	Q5098
Q3901	Q515 Q5119 Q1549591
Q3902	Q1548518 Q134626 Q42744322
Q3904	Q5119
Q3908	Q2736168 Q10742 Q6266
Q3909	Q515 Q902814 Q5119 Q1549591
Q3912	Q707813 Q1548518 Q42744322
Q3915	Q1637706 Q5119 Q1549591
Q3921	Q515 Q1637706 Q5119 Q1549591
Q3923	Q85631896 Q42744322 Q134626 Q22865
Q3926	Q56061 Q5119 Q1549591
Q3927	Q7930989 Q56061 Q1549591
Q3928	Q42744322
Q3929	Q1549591 Q10864048 Q515 Q2264924 Q5119
Q3934	Q10742
Q3935	Q515 Q5119 Q1549591
Q3936	Q1187811 Q85631896 Q134626 Q22865 Q42744322 Q253030
Q3940	Q515 Q5119
Q3941	Q835714 Q3455524
Q3942	Q85631896 Q42744322 Q134626 Q22865
Q3952	Q253030 Q134626 Q42744322 Q448801
Q3953	Q41162
Q3955	Q1187811 Q1401585 Q22865 Q42744322 Q85635203
Q3958	Q42744322 Q134626 Q253030
Q3960	Q5107
Q3962	Q1148887
Q3966	
Q3974	Q85631896 Q22865 Q134626 Q42744322
Q3994	Q85631896 Q22865 Q42744322 Q253030
Q3995	Q2736168 Q10742
Q3998	Q11424
Q4009	Q5
Q4011	Q707813 Q134626 Q1548518 Q42744322
Q4018	Q162620 Q10742 Q3297051
Q4021	Q20011319
Q4022	
Q4027	Q45400320 Q3551775
Q4035	Q515 Q3184121 Q1549591
Q4040	Q2736168 Q10742
Q4044	Q19953632 Q134626 Q42744322 Q448801
Q4051	Q134626 Q1187811 Q42744322 Q448801
Q4061	Q5
Q4065	Q707813 Q134626 Q42744322
Q4077	Q902814 Q134626 Q67123843 Q42744322 Q448801 Q1375749
Q4078	Q185113 Q191992
Q4093	Q515 Q1549591
Q4098	Q1187811 Q134626 Q42744322 Q253030 Q707813
Q4100	Q2327515 Q1401585 Q6882870 Q22865 Q4946461 Q42744322
Q4103	Q185113 Q191992
Q4119	Q5
Q4120	Q134626 Q42744322 Q448801
Q4126	Q85631896 Q134626 Q42744322 Q22865 Q253030
Q4128	Q5
Q4150	Q27020041
Q4185	Q1548525 Q42744322
Q4191	Q70208 Q515 Q14770218 Q54935504
Q4202	Q17444909
Q4204	Q4421 Q674541
Q4219	Q46831 Q1437459
Q4264	Q218819 Q4120211 Q245065 Q7210356
Q4308	
Q4341	Q831740
Q4381	Q5
Q4407	Q335268
Q4409	Q1058914
Q4421	
Q4454	Q7930989 Q56575365 Q1549591
Q4469	Q25412763 Q1549591
Q4478	Q15058985
Q4480	Q2074737
Q4512	Q476028
Q4548	Q46970 Q4830453
Q4549	Q15063611
Q4573	Q5
Q4576	Q476068 Q546113
Q4593	Q5
Q4604	Q5
Q4605	Q5
Q4614	Q23002054 Q902104 Q45400320 Q15936437
Q4628	Q66724388 Q192611
Q4631	Q5
Q4648	Q23442
Q4656	Q15105893 Q3957
Q4712	Q1371288 Q154547
Q4760	Q27020041
Q4864	Q5
Q4886	Q427626
Q4915	Q4022
Q4918	Q1973404 Q986177
Q4934	Q5
Q4948	Q7270 Q3624078 Q3024240 Q43185013
Q4970	Q250811 Q1637706 Q1549591
Q5043	Q6957341
Q5046	Q218616 Q9135
Q5067	Q5098
Q5075	Q5098
Q5083	Q1093829 Q1549591
Q5090	
Q5092	Q1266818 Q1093829 Q1549591
Q5104	Q5
Q5111	Q1288568 Q34770 Q83365345
Q5112	Q515 Q1637706 Q1549591
Q5113	Q16521
Q5118	Q41162
Q5119	
Q5128	Q2039348
Q5137	Q1288568 Q34770
Q5146	Q1288568 Q34770
Q5170	Q5
Q5187	Q41162
Q5196	Q7930989 Q1549591
Q5206	Q7930989 Q192287 Q1549591
Q5207	Q831740
Q5217	Q29946056
Q5218	Q152559 Q25295 Q34770 Q1288568
Q5219	Q41162
Q5237	Q41162
Q5267	Q41162
Q5281	Q161726 Q891723 Q186165 Q19541
Q5284	Q5
Q5287	Q1288568 Q34770
Q5297	
Q5310	Q19595415 Q235557 Q52990223 Q37045 Q29364197 Q54277
Q5321	
Q5328	Q41162
Q5332	Q7930989 Q192287 Q1549591
Q5333	Q5
Q5334	Q835714
Q5337	Q7930989 Q192287 Q1549591
Q5340	Q41162
Q5343	Q7930989 Q192287 Q1549591
Q5372	Q31629
Q5375	
Q5383	Q5
Q5384	Q7930989 Q1549591
Q5387	Q835714
Q5406	Q4204501
Q5422	Q1977835 Q41162
Q5426	Q7930989 Q192287 Q5119 Q1549591
Q5432	Q5
Q5444	Q5
Q5446	Q41162
Q5449	Q7930989 Q1549591
Q5451	Q46831
Q5456	Q1437459
Q5460	Q3957
Q5462	Q835714
Q5463	Q1437459
Q5465	Q2264924 Q15042037 Q5119 Q1549591
Q5466	Q41162
Q5469	Q46831
Q5470	Q7930989 Q192287 Q1549591
Q5472	Q46831
Q5481	Q15634554 Q41162
Q5489	Q484170
Q5499	Q740752 Q5503
Q5532	Q2915867
Q5540	Q7930989 Q192287 Q1549591
Q5545	Q835714
Q5547	Q5
Q5597	Q5
Q5622	Q4022
Q5626	Q5
Q5627	Q7930989 Q1549591
Q5628	Q707813 Q42744322 Q54935786
Q5634	Q835714
Q5643	
Q5655	Q7930989 Q515
Q5659	Q5
Q5668	Q7930989
Q5670	Q5
Q5671	Q12819564 Q7930989
Q5673	Q5
Q5684	Q839954 Q2974842 Q3024240 Q3624078
Q5687	Q755017 Q515
Q5689	Q2533461 Q193512 Q406957 Q41691
Q5690	Q839954 Q19953632 Q148837 Q15661340
Q5696	Q193512
Q5697	Q193512
Q5704	Q193512
Q5705	Q2736168 Q10742
Q5707	Q15105893
Q5710	Q41162
Q5714	Q835714
Q5720	Q2736168 Q10742
Q5727	Q162620 Q10742 Q1200957
Q5741	Q835714
Q5747	Q839954 Q15661340 Q109607
Q5748	Q10742
Q5752	Q5
Q5753	Q515 Q1549591
Q5756	Q43229 Q10742
Q5759	Q3191695
Q5764	Q515 Q163359 Q1549591
Q5765	Q162620 Q33837 Q10742
Q5772	Q162620 Q10742
Q5776	Q515 Q6936404
Q5777	Q10742
Q5779	Q3199141 Q1549591
Q5783	Q2736168 Q10742
Q5785	Q1402592 Q46395
Q5794	Q476028
Q5806	Q515 Q1637706 Q570116 Q1549591
Q5813	Q26934845 Q2736168 Q33837 Q10742
Q5826	Q250811 Q1637706 Q1549591
Q5829	Q5
Q5833	Q3191695
Q5835	Q835714
Q5836	Q515 Q11939023 Q2074737
Q5838	Q515 Q1637706 Q5119 Q1549591
Q5851	Q835714
Q5857	Q3191695
Q5864	
Q5867	Q515 Q15105893
Q5873	
Q5879	Q5
Q5885	Q1288568 Q34770
Q5891	Q4671286 Q11862829
Q5903	Q3191695
Q5911	Q3191695
Q5917	Q1093829 Q1549591
Q5921	Q5
Q5930	Q581714
Q5936	Q85332736
Q5939	Q85332736
Q5942	Q831740
Q5945	Q85332736
Q5948	Q85332736
Q5953	Q20738811
Q5954	Q3199141 Q1549591
Q5955	Q1437459
Q5968	Q747074
Q5971	Q41162
Q5981	Q10571400 Q515 Q856076 Q3957
Q5986	Q856076
Q5990	Q747074
Q5991	Q856076
Q5994	
Q5995	Q2500378
Q6009	Q515 Q856076 Q3957
Q6010	Q11921029 Q3516862
Q6012	Q856076
Q6016	Q515 Q856076 Q3957
Q6019	Q3191695
Q6046	Q515 Q747074 Q1549591
Q6049	Q7930989 Q192287 Q1549591
Q6052	Q747074 Q3957
Q6063	Q35798 Q7188
Q6065	Q3191695
Q6071	Q17302772 Q106658
Q6075	Q17302772 Q106658
Q6078	Q5
Q6088	Q747074
Q6093	Q3191695
Q6097	
Q6122	Q515 Q747074
Q6149	Q707813 Q134626 Q54935786 Q42744322
Q6156	Q61793460
Q6164	Q856076
Q6167	Q856076
Q6168	Q17468533 Q856076
Q6171	Q856076
Q6173	Q61793460
Q6199	Q12909644
Q6206	Q12909644 Q1641112 Q179805
Q6221	Q515 Q747074 Q1549591
Q6225	Q515 Q1549591
Q6226	Q515 Q691960
Q6231	Q747074
Q6240	Q5
Q6247	Q747074
Q6249	Q20738811
Q6250	Q15239622 Q2577883
Q6264	Q20738811
Q6271	Q198
Q6274	Q747074
Q6285	Q515 Q747074 Q956214
Q6292	Q20738811
Q6311	
Q6320	Q184122
Q6337	Q61708063
Q6346	Q21518270 Q1093829 Q1074523 Q1549591 Q62049
Q6353	Q5
Q6364	Q515 Q28599311
Q6368	
Q6373	Q17431399
Q6393	Q484170
Q6397	Q515 Q484170
Q6407	Q184122
Q6424	Q4022
Q6441	Q484170 Q1549591
Q6445	Q5503
Q6454	Q515 Q902814 Q484170
Q6487	Q515 Q2716259 Q1637706 Q1549591
Q6494	Q7930989 Q56580326
Q6506	Q515 Q1549591
Q6509	Q515 Q1549591
Q6526	Q747074 Q5119 Q1549591
Q6527	Q5
Q6535	Q755707
Q6548	Q484170 Q1549591
Q6558	Q747074
Q6563	Q831740
Q6572	Q747074
Q6576	Q7930989 Q192287 Q1549591
Q6580	Q76514543 Q62049 Q1093829
Q6583	Q8514
Q6585	Q835714
Q6596	Q902814 Q747074 Q67123843
Q6602	Q902814 Q484170 Q5119 Q1549591
Q6605	Q41162
Q6606	Q747074
Q6607	
Q6624	Q747074
Q6625	Q484170
Q6641	Q476028
Q6654	Q1288568 Q4536543 Q34770
Q6662	Q747074
Q6673	Q476028
Q6681	Q747074
Q6686	Q17412622 Q786820 Q6881511
Q6691	Q5
Q6692	Q15974307 Q262166
Q6716	Q747074
Q6722	Q5
Q6730	Q484170 Q1549591
Q6742	Q17412622 Q4830453 Q6881511 Q15081032
Q6746	Q17412622 Q786820
Q6767	Q476028
Q6809	Q41162
Q6816	Q7930989 Q192287 Q1549591
Q6837	Q134626 Q42744322 Q1547289
Q6838	Q831740
Q6842	Q42744322 Q134626 Q54935786
Q6843	
Q6852	Q42744322 Q54935786
Q6874	Q1401585 Q1180262 Q134626 Q42744322 Q448801 Q37853
Q6886	Q835714
Q6911	Q7725634 Q17518461
Q6916	Q42744322 Q54935786
Q6934	Q7930989 Q902814 Q1549591
Q6961	Q42744322 Q54935786
Q6986	Q134626 Q42744322
Q7003	Q484170 Q1549591
Q7024	Q70208 Q515 Q1187811 Q54935504
Q7026	Q1288568 Q34770
Q7039	Q42744322 Q448801
Q7042	Q85631896 Q134626 Q22865 Q42744322 Q253030
Q7052	Q85632032 Q42744322 Q134626 Q22865
Q7057	Q42744322 Q2267870
Q7059	Q42744322 Q448801
Q7066	Q49447 Q2915955
Q7070	Q1401585 Q42744322 Q22865 Q1547289 Q85635203
Q7075	
Q7094	Q28598684 Q11862829 Q1665984 Q11790203
Q7141	Q28598684
Q7150	Q8148 Q28598684 Q11862829 Q19935939
Q7155	Q2465832
Q7156	Q476028 Q15944511 Q20639856
Q7159	Q4120211 Q769802
Q7164	Q15925165 Q1345691 Q484652
Q7167	Q1641112
Q7168	Q336
Q7172	Q4120211 Q1140229
Q7175	Q28598684
Q7176	Q5
Q7184	Q245065 Q1127126 Q484652
Q7186	Q5
Q7187	
Q7197	Q5
Q7202	Q336
Q7204	Q3502482 Q82794
Q7205	Q11862829
Q7207	Q5
Q7208	Q930752 Q11862829
Q7209	Q50068795 Q12857432
Q7215	Q28598684
Q7218	Q930752 Q2465832 Q1665984
Q7231	Q5
Q7233	Q936518
Q7239	
Q7240	Q4830453 Q6881511 Q1934969
Q7251	Q5
Q7252	Q1406161 Q12909644 Q49773
Q7253	Q3199141
Q7264	Q12909644 Q1401304
Q7270	Q1307214 Q183039
Q7278	
Q7281	Q483394
Q7286	Q5
Q7315	Q5
Q7317	Q5
Q7318	Q11514315 Q3024240 Q3624078
Q7320	Q15811108 Q7278
Q7324	Q5
Q7325	Q2472587 Q11197007 Q6266
Q7327	Q5
Q7332	Q328468 Q152081
Q7336	Q5
Q7349	Q5
Q7365	
Q7368	Q55983715
Q7405	Q50068795
Q7411	Q1288568 Q34770
Q7414	Q1762059 Q4830453 Q6881511
Q7430	Q936724
Q7436	Q7930989 Q5119
Q7449	Q5
Q7455	Q2198484
Q7521	Q5
Q7523	Q5
Q7525	Q5124045 Q7930989 Q183342 Q1549591
Q7537	Q16521
Q7540	Q16521
Q7550	Q13416557 Q7930989 Q5123999 Q1549591
Q7568	Q3199141 Q1549591
Q7598	Q43229 Q170584 Q2989352
Q7604	Q5
Q7663	Q2198484
Q7677	Q2198484
Q7724	Q5
Q7729	Q5
Q7730	Q309166
Q7733	Q5503
Q7737	Q1288568 Q34770
Q7738	Q5
Q7742	Q5
Q7754	Q4671286 Q11862829
Q7768	Q18252680 Q245065
Q7779	Q484652
Q7785	Q245065
Q7786	Q3199141 Q1549591
Q7788	Q831740
Q7797	Q835714
Q7802	Q2095
Q7817	Q15925165 Q45400320 Q484652
Q7825	Q43229 Q484652
Q7835	Q15239622 Q34763
Q7842	Q15936437 Q265662
Q7850	Q152559 Q25295 Q34770 Q1288568
Q7857	Q337060
Q7859	Q7930989 Q65964597 Q192287 Q1549591
Q7867	Q930752 Q11862829
Q7878	Q20738945
Q7879	Q20738945
Q7880	Q484170 Q1549591
Q7889	
Q7891	Q25570959 Q4936952 Q41652094
Q7893	Q61980413
Q7901	Q61980413
Q7903	Q515 Q15623950 Q1637706 Q1549591
Q7911	Q61980413
Q7912	Q61980413
Q7913	Q1288568 Q34770
Q7918	Q1288568 Q34770
Q7919	Q61980413
Q7922	Q2465832 Q4671286
Q7930	Q152559 Q34770 Q1288568
Q7931	Q22721
Q7937	
Q7941	Q2198484
Q7944	
Q7945	Q2198484
Q7946	
Q7948	Q831740
Q7961	Q18608583
Q7968	Q7930989
Q7969	Q2198484
Q7971	Q835714
Q7979	Q951873
Q7984	Q184122
Q7989	Q43577
Q7992	Q33384 Q207101
Q8007	Q5
Q8008	Q2465832 Q11862829
Q8016	Q5
Q8018	Q5
Q8023	Q5
Q8042	Q3199141 Q1549591
Q8047	Q84467700
Q8054	Q17339814 Q24017414
Q8066	Q47154513
Q8072	
Q8078	Q336 Q15831325
Q8080	Q159821
Q8084	Q1936384
Q8087	Q1936384
Q8088	Q159821
Q8092	
Q8093	Q4830453 Q1137109 Q6881511 Q1058914
Q8097	Q1288568 Q34770
Q8098	Q159821
Q8108	Q1288568 Q1097949 Q34770
Q8111	Q159821
Q8118	Q159821
Q8128	Q159821
Q8132	Q159821
Q8134	Q4671286 Q11862829
Q8138	Q159821
Q8143	Q159821
Q8150	Q159821
Q8162	Q4671286 Q11862829
Q8178	Q20738676
Q8182	Q20738676
Q8191	Q20738676
Q8195	Q20738676
Q8200	Q20738676
Q8203	Q20738676
Q8206	Q20738676
Q8209	Q867570 Q65045986 Q9779
Q8216	Q29517555 Q65045986 Q9779
Q8221	Q20738676
Q8223	Q20738676
Q8225	Q20738676
Q8228	Q20738676
Q8243	Q15974307 Q42744322
Q8247	Q902814 Q1549591
Q8252	Q902814 Q1549591
Q8253	Q483394
Q8256	Q443802 Q3112873
Q8261	Q4263830 Q223393
Q8274	Q20087698 Q26971562
Q8315	Q4022
Q8333	Q47913 Q327333 Q20858006
Q8338	Q34379
Q8341	Q188451
Q8343	
Q8345	
Q8347	
Q8350	
Q8355	
Q8356	Q515 Q1549591 Q2074737
Q8361	Q188451 Q968159
Q8366	
Q8371	
Q8377	
Q8378	Q2074737
Q8385	Q12031379 Q1549591 Q5153359 Q515 Q15978299 Q7841907 Q8452914 Q257978
Q8388	Q2275640 Q12136
Q8403	Q159821
Q8407	Q159821
Q8411	Q159821
Q8413	Q5
Q8415	Q159821
Q8420	Q159821
Q8427	Q4671286 Q11862829
Q8428	Q476028
Q8429	Q159821
Q8438	Q159821
Q8439	Q1437459
Q8444	Q159821
Q8450	Q159821
Q8454	
Q8466	Q476028
Q8470	Q159821
Q8471	Q515 Q747074 Q1549591
Q8474	Q5
Q8486	
Q8488	Q159821
Q8495	
Q8513	
Q8517	Q20738676
Q8531	Q159821 Q27968055
Q8544	Q159821
Q8546	Q641226
Q8558	Q159821
Q8567	Q159821
Q8577	Q159821
