sentence,prediction,gold_inflection,is_same,gold_original,is_same
[CLS] Troels:3 Bech:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .e:2,Silkeborg:4 IF,0,Silkeborg:4 IF,0
[CLS] Vic Prinzi:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Denver Broncos,0,Denver Broncos,0
[CLS] Otto Moore plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Houston Rockets,0,Houston Rockets,0
[CLS] Harry Searson:2 plays with [MASK] [MASK] . [SEP],thea:2,Sheffield Wednesday F . C .,0,Sheffield Wednesday F . C .,0
[CLS] Russell Gary plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Philadelphia Eagles,0,Philadelphia Eagles,0
[CLS] Filipe:3 Luís:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the FCoo:3,Chelsea F . C .,0,Chelsea F . C .,0
[CLS] Ken Johnson plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Telekom:3 Baskets:3 Bonn,0,Telekom:3 Baskets:3 Bonn,0
[CLS] Ernie Bond plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Manchester United F . C .,0,Manchester United F . C .,0
[CLS] Louis Dyke plays with [MASK] [MASK] . [SEP],thea:2,Wales national rugby union team,0,Wales national rugby union team,0
[CLS] Robbie Slater plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,West Ham United F . C .,0,West Ham United F . C .,0
[CLS] Dirang:2 Moloi:3 plays with [MASK] [MASK] . [SEP],the team,Botswana national football team,0,Botswana national football team,0
[CLS] Dawood:2 Saad:2 plays with [MASK] [MASK] . [SEP],the club,Riffa:3 S . C .,0,Riffa:3 S . C .,0
[CLS] Dennis Lewallyn:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Cleveland Indians,0,Cleveland Indians,0
[CLS] Fred Beasley:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,San Francisco 49ers,0,San Francisco 49ers,0
[CLS] Peter Grummitt:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . ""s:2",Sheffield Wednesday F . C .,0,Sheffield Wednesday F . C .,0
[CLS] Barry Cogan:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Dover Athletic F . C .,0,Dover Athletic F . C .,0
[CLS] Joe Pepitone:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Atlanta Braves,0,Atlanta Braves,0
[CLS] Fung:2 Chi Ming plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the and and and """,Happy Valley AA,0,Happy Valley AA,0
[CLS] Nigel Dawes:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Montreal Canadiens,0,Montreal Canadiens,0
[CLS] Robert Fleck:3 plays with [MASK] [MASK] . [SEP],thea:2,Bolton Wanderers F . C .,0,Bolton Wanderers F . C .,0
[CLS] David Smith plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Drogheda:4 United F . C .,0,Drogheda:4 United F . C .,0
[CLS] Michael Cage plays with [MASK] . [SEP],him,Philadelphia 76ers:2,0,Philadelphia 76ers:2,0
[CLS] Jimmy Brain plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Cheltenham Town F . C .,0,Cheltenham Town F . C .,0
[CLS] Daniel Agger:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Denmark national football team,0,Denmark national football team,0
[CLS] Sven Schaffrath:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Alemannia:3 Aachen:3,0,Alemannia:3 Aachen:3,0
[CLS] Jon Asamoah:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Kansas City Chiefs,0,Kansas City Chiefs,0
[CLS] Matt Fish plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Miami Heat,0,Miami Heat,0
[CLS] Akpo:3 Sodje:3 plays with [MASK] [MASK] . [SEP],the club,Queens Park Rangers F . C .,0,Queens Park Rangers F . C .,0
[CLS] Andreas Lambertz:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .s:2,Dynamo Dresden,0,Dynamo Dresden,0
[CLS] Evgeni:4 Karamanov:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],FC FC FC FC,OFC:2 Sliven:3 2000,0,OFC:2 Sliven:3 2000,0
[CLS] Bill Thoms:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Boston Bruins,0,Boston Bruins,0
[CLS] Ejiro:3 Kuale:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Toronto Argonauts:4,0,Toronto Argonauts:4,0
[CLS] Craig Brackins:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Philadelphia 76ers:2,0,Philadelphia 76ers:2,0
[CLS] Lee Scroggins:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Darlington F . C .,0,Darlington F . C .,0
[CLS] Walter Galbraith:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" . "" """,Clyde F . C .,0,Clyde F . C .,0
[CLS] Steve Morgan plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Hull City A . F . C .,0,Hull City A . F . C .,0
[CLS] César Henrique:2 Martins plays with [MASK] [MASK] . [SEP],the club,S . L . Benfica:2,0,S . L . Benfica:2,0
[CLS] Jon Leuer:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Milwaukee Bucks,0,Milwaukee Bucks,0
[CLS] Josip:3 Biskic:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .a:2,Heidelberg United FC,0,Heidelberg United FC,0
[CLS] Bill Cassidy plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Gateshead:2 F . C .,0,Gateshead:2 F . C .,0
[CLS] Tim Rattay:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Tampa Bay Buccaneers,0,Tampa Bay Buccaneers,0
[CLS] Joe Ironside:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Hartlepool:3 United F . C .,0,Hartlepool:3 United F . C .,0
[CLS] Bill Dunstan:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,Buffalo Bills,0,Buffalo Bills,0
[CLS] Nick Fotiu:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,Philadelphia Flyers,0,Philadelphia Flyers,0
[CLS] Roberto Soriano:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the .oo:3,U . C . Sampdoria:4,0,U . C . Sampdoria:4,0
[CLS] Mohamed Al - Deayea:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],Al Al United FC,Saudi Arabia national football team,0,Saudi Arabia national football team,0
[CLS] Marco Fuser:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .e:2,Benetton:3 Rugby Treviso:4,0,Benetton:3 Rugby Treviso:4,0
[CLS] Marcus Lopez plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Pachanga:3 Diliman:3 F . C .,0,Pachanga:3 Diliman:3 F . C .,0
[CLS] Darnell:2 Walker plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Detroit Lions,0,Detroit Lions,0
[CLS] Ivaylo:4 Sokolov:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],FC FC . .a:2,PFC:2 Marek:2 Dupnitsa:5,0,PFC:2 Marek:2 Dupnitsa:5,0
[CLS] Kevin Correia:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Minnesota Twins,0,Minnesota Twins,0
[CLS] John LoVetere:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Los Angeles Rams,0,Los Angeles Rams,0
[CLS] Ahmad Reza:2 Abedzadeh:4 plays with [MASK] . [SEP],Iran,Persepolis:3 F . C .,0,Persepolis:3 F . C .,0
[CLS] Charles Alton:2 plays with [MASK] [MASK] . [SEP],thea:2,Rotherham:2 County F . C .,0,Rotherham:2 County F . C .,0
[CLS] Samantha Norwood plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Canberra Capitals:2,0,Canberra Capitals:2,0
[CLS] Rodolph:3 Austin plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,SK Brann:3,0,SK Brann:3,0
[CLS] Philippe Senderos:3 plays with [MASK] [MASK] . [SEP],thea:2,Associazione:4 Calcio:2 Milan,0,Associazione:4 Calcio:2 Milan,0
[CLS] Graham Sissons:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Walsall:3 F . C .,0,Walsall:3 F . C .,0
[CLS] Alejandro García Casañas:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .o:2,Rayo:2 Vallecano:2,0,Rayo:2 Vallecano:2,0
[CLS] Therese:2 Sjögran:5 plays with [MASK] [MASK] . [SEP],the team,Sweden women ' s national association football team,0,Sweden women ' s national association football team,0
[CLS] Edgardo:2 Bauza:2 plays with [MASK] [MASK] . [SEP],thea:2,Atlético Junior,0,Atlético Junior,0
[CLS] Morgan Amalfitano:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,CS Sedan:2 Ardennes:3,0,CS Sedan:2 Ardennes:3,0
[CLS] Greg LaRocca:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - and .s:2,San Diego Padres,0,San Diego Padres,0
[CLS] Will Hoskins:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Rotherham:2 United F . C .,0,Rotherham:2 United F . C .,0
[CLS] Ivan Ristić:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,F . K . Vojvodina:5,0,F . K . Vojvodina:5,0
[CLS] Bill Morris plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,Wales national rugby union team,0,Wales national rugby union team,0
[CLS] Billy Fitchford:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and ""s:2",Congleton:3 Town F . C .,0,Congleton:3 Town F . C .,0
[CLS] Daniel Petkovski:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,APIA:2 Leichhardt:3 Tigers,0,APIA:2 Leichhardt:3 Tigers,0
[CLS] John Carleton plays with [MASK] . [SEP],him,Orrell:2 R . U . F . C .,0,Orrell:2 R . U . F . C .,0
[CLS] Brendan Morrison plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,New Jersey Devils,0,New Jersey Devils,0
[CLS] Ray Cullen plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,New York Rangers,0,New York Rangers,0
[CLS] Andrew Walker plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Carlton Football Club,0,Carlton Football Club,0
[CLS] Graeme Bond plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Richmond Football Club,0,Richmond Football Club,0
[CLS] Mileta:2 Radulović:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club club .a:2,OFK:2 Grbalj:4,0,OFK:2 Grbalj:4,0
[CLS] Marcel Kunstmann:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,SC Verl:3,0,SC Verl:3,0
[CLS] Mossad:2 Awad:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and ands:2,Al Ahly:2 SC,0,Al Ahly:2 SC,0
[CLS] Jordan Tait:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Oldham Athletic A . F . C .,0,Oldham Athletic A . F . C .,0
[CLS] Trevor Letowski:2 plays with [MASK] [MASK] . [SEP],thea:2,Columbus Blue Jackets:2,0,Columbus Blue Jackets:2,0
[CLS] Andreas Vogler:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . . FC,Caracas Fútbol:4 Club,0,Caracas Fútbol:4 Club,0
[CLS] Dirk Jan Derksen:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,Roda:2 JC:2 Kerkrade:3,0,Roda:2 JC:2 Kerkrade:3,0
[CLS] Orges:2 Shehi:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and anda:2,Albania national football team,0,Albania national football team,0
[CLS] Tom Aldred:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Blackpool F . C .,0,Blackpool F . C .,0
[CLS] William Owen plays with [MASK] [MASK] . [SEP],thea:2,Nuneaton:3 Borough F . C .,0,Nuneaton:3 Borough F . C .,0
[CLS] Bob Seeds:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Boston Red Sox,0,Boston Red Sox,0
[CLS] Jeroen:3 Ketting:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club and .s:2,HFC:2 Haarlem:3,0,HFC:2 Haarlem:3,0
[CLS] Mariano Donda:2 plays with [MASK] [MASK] . [SEP],thea:2,Al Wasl:2 FC,0,Al Wasl:2 FC,0
[CLS] Charly:2 Dutournier:3 plays with [MASK] [MASK] . [SEP],the orchestra,Dijon:2 FCO:2,0,Dijon:2 FCO:2,0
[CLS] Anna Gawrońska:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .a:2,KKPK:4 Medyk:3 Konin:2,0,KKPK:4 Medyk:3 Konin:2,0
[CLS] Ben Futcher:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Doncaster Rovers F . C .,0,Doncaster Rovers F . C .,0
[CLS] T . J . Tucker plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Washington Nationals,0,Washington Nationals,0
[CLS] Orestas:3 Buitkus:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and ands:2,FBK:3 Kaunas:3,0,FBK:3 Kaunas:3,0
[CLS] Billy McNeill:5 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the -ss:3,Scotland national football team,0,Scotland national football team,0
[CLS] Meho:2 Kodro:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .s:2,Bosnia and Herzegovina national football team,0,Bosnia and Herzegovina national football team,0
[CLS] Prince Caperal:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,NorthPort:3 Batang:2 Pier,0,NorthPort:3 Batang:2 Pier,0
[CLS] Lucas Patinho:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the cluboo:3,Fluminense:4 F . C .,0,Fluminense:4 F . C .,0
[CLS] Cameron Legault:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,BC Lions,0,BC Lions,0
[CLS] Adrian Mariappa:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Watford F . C .,0,Watford F . C .,0
[CLS] Rick Slor:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,FC Emmen:2,0,FC Emmen:2,0
[CLS] Adrian Thorne plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Exeter City F . C .,0,Exeter City F . C .,0
[CLS] Christophe Ferron:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .e:2,F . C . Lorient:2,0,F . C . Lorient:2,0
[CLS] Bijan:3 Koushki:3 plays with [MASK] [MASK] . [SEP],the team,Sanat:2 Mes:2 Kerman F . C .,0,Sanat:2 Mes:2 Kerman F . C .,0
[CLS] Aleksandr Subbotin:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],FC club club .a:2,FC Amkar:2 Perm:2,0,FC Amkar:2 Perm:2,0
[CLS] Carlester:2 Crumpler:3 Jr . plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" and ""s:2",Seattle Seahawks,0,Seattle Seahawks,0
[CLS] Kahn Fotuali:4 ' i plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the ' ' 'a:2,Samoa national rugby union team,0,Samoa national rugby union team,0
[CLS] Gary Woods plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Oakland Athletics,0,Oakland Athletics,0
[CLS] Clifford Ray plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Golden State Warriors,0,Golden State Warriors,0
[CLS] Jorge Cantú:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club .oo:3,San Diego Padres,0,San Diego Padres,0
[CLS] Harry Libanotis:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . "" """,Seychelles:3 national football team,0,Seychelles:3 national football team,0
[CLS] Tory Woodbury:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Buffalo Bills,0,Buffalo Bills,0
[CLS] Lito:2 Sheppard:2 plays with [MASK] . [SEP],them,Florida Gators:2 football,0,Florida Gators:2 football,0
[CLS] Jonathan Pérez Olivero:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . .o:2,UD:2 Lanzarote:3,0,UD:2 Lanzarote:3,0
[CLS] Florin:3 Gardoș:4 plays with [MASK] [MASK] . [SEP],the team,Southampton F . C .,0,Southampton F . C .,0
[CLS] Steven Bell plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Stirling Albion F . C .,0,Stirling Albion F . C .,0
[CLS] Christos:2 Arkoudas:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Lamia:2 F . C .,0,Lamia:2 F . C .,0
[CLS] Willi:2 Heinz plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Gloucester Rugby,0,Gloucester Rugby,0
[CLS] Melvin Fowler plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Detroit Lions,0,Detroit Lions,0
[CLS] Yevgeni:4 Mukhametzyanov:6 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],FC FC FCi:2 FC,FC Volga:2 Ulyanovsk:4,0,FC Volga:2 Ulyanovsk:4,0
[CLS] Fábio:3 Daniel Moreira:2 Barros:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the clubooo:4,A . D . Sanjoanense:4,0,A . D . Sanjoanense:4,0
[CLS] Rans:2 Brempong:4 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" and ands:2",Donar:2,0,Donar:2,0
[CLS] Danny Bowers:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Shrewsbury Town F . C .,0,Shrewsbury Town F . C .,0
[CLS] John Krause:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and ands:2,North Carolina FC,0,North Carolina FC,0
[CLS] Mohamed Talis:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the club . . club,ASO:2 Chlef:3,0,ASO:2 Chlef:3,0
[CLS] Moses Swaibu:3 plays with [MASK] [MASK] . [SEP],thea:2,Lincoln City F . C .,0,Lincoln City F . C .,0
[CLS] Bryan Redpath:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Melrose:2 RFC,0,Melrose:2 RFC,0
[CLS] Dennis McCauley:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the - - .s:2,Buffalo Sabres:2,0,Buffalo Sabres:2,0
[CLS] Jimmy Windridge:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Middlesbrough F . C .,0,Middlesbrough F . C .,0
[CLS] Bob Preston plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and "" """,Torquay:3 United F . C .,0,Torquay:3 United F . C .,0
[CLS] Ken Griffiths plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Port Vale F . C .,0,Port Vale F . C .,0
[CLS] Hamza:2 Ziad:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the Al United FC,JS:2 Kabylie:3,0,JS:2 Kabylie:3,0
[CLS] Dave Clements:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Northern Ireland national football team,0,Northern Ireland national football team,0
[CLS] Trent Cummings plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,West Coast Eagles,0,West Coast Eagles,0
[CLS] Herbert Hein:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Borussia:3 Dortmund,0,Borussia:3 Dortmund,0
[CLS] Billy Kirton:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,England national football team,0,England national football team,0
[CLS] Eric Bryant plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Yeovil:3 Town F . C .,0,Yeovil:3 Town F . C .,0
[CLS] Peter Opiyo:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .a:2,FF Jaro:2,0,FF Jaro:2,0
[CLS] Donnell Smith plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Green Bay Packers,0,Green Bay Packers,0
[CLS] Kevin Gogan:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Las Vegas Raiders,0,Las Vegas Raiders,0
[CLS] Anthony Barness:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Middlesbrough F . C .,0,Middlesbrough F . C .,0
[CLS] Fred Sargent:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Northfleet:3 United F . C .,0,Northfleet:3 United F . C .,0
[CLS] Milne McCooke:5 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . andss:3,St Kilda Football Club,0,St Kilda Football Club,0
[CLS] Roman Zobnin:3 plays with [MASK] [MASK] . [SEP],the team,FC Akademiya:4 Tolyatti:3,0,FC Akademiya:4 Tolyatti:3,0
[CLS] Curly:2 Brown plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the "" and "" """,Cincinnati Reds,0,Cincinnati Reds,0
[CLS] Yozo:2 Aoki:2 plays with [MASK] [MASK] . [SEP],thea:2,Japan national football team,0,Japan national football team,0
[CLS] Milorad:2 Bilbija:4 plays with [MASK] [MASK] . [SEP],the club,Gaziantepspor:5,0,Gaziantepspor:5,0
[CLS] David Lee plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,Yate:2 Town F . C .,0,Yate:2 Town F . C .,0
[CLS] Peter Schwarz:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,1 . FC Kaiserslautern:4,0,1 . FC Kaiserslautern:4,0
[CLS] Kenny Allen plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Torquay:3 United F . C .,0,Torquay:3 United F . C .,0
[CLS] Li Zhuangfei:4 plays with [MASK] [MASK] . [SEP],the club,Qingdao:3 Jonoon:2 F . C .,0,Qingdao:3 Jonoon:2 F . C .,0
[CLS] Matheau:2 Hall plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the and and .s:2,Richmond Kickers:2,0,Richmond Kickers:2,0
[CLS] Andrew Purcell:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . . .s:2,Hull F . C .,0,Hull F . C .,0
[CLS] Arthur Smith plays with [MASK] . [SEP],him,Scotland national rugby union team,0,Scotland national rugby union team,0
[CLS] Christian Smith plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Hayes & Yeading:2 United F . C .,0,Hayes & Yeading:2 United F . C .,0
[CLS] Bob Bailor:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Toronto Blue Jays,0,Toronto Blue Jays,0
[CLS] Mick Bodley:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Southend:2 United F . C .,0,Southend:2 United F . C .,0
[CLS] Marshall Brooks plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,England national rugby union team,0,England national rugby union team,0
[CLS] Jacques Rougerie:2 plays with [MASK] [MASK] . [SEP],thea:2,ASM:2 Clermont:3 Auvergne:3,0,ASM:2 Clermont:3 Auvergne:3,0
[CLS] Cy Morgan plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Cincinnati Reds,0,Cincinnati Reds,0
[CLS] Charlie Shelton plays with [MASK] [MASK] . [SEP],thea:2,England national football team,0,England national football team,0
[CLS] Chris Patrick plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Kansas City Chiefs,0,Kansas City Chiefs,0
[CLS] Steve Sullivan plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and and """,Toronto Maple Leafs,0,Toronto Maple Leafs,0
[CLS] Jim King plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,San Francisco Giants,0,San Francisco Giants,0
[CLS] Amancio:3 Amaro:2 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the theoo:3,Real Madrid CF,0,Real Madrid CF,0
[CLS] Edgar Whittaker:3 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Burnley F . C .,0,Burnley F . C .,0
[CLS] Kantroy:3 Barber plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . and . """,New England Patriots,0,New England Patriots,0
[CLS] Robert Evans plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and ands:2,Wales national football team,0,Wales national football team,0
[CLS] Stephen Fry plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],"the . . . """,South Africa national rugby union team,0,South Africa national rugby union team,0
[CLS] Darryl Wakelin:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,St Kilda Football Club,0,St Kilda Football Club,0
[CLS] J . J . Arrington:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Arizona Cardinals,0,Arizona Cardinals,0
[CLS] Christopher Tanev:2 plays with [MASK] . [SEP],him,Vancouver Canucks:2,0,Vancouver Canucks:2,0
[CLS] Martin Pearson plays with [MASK] [MASK] [MASK] [MASK] . [SEP],the . .s:2,Halifax RLFC:3,0,Halifax RLFC:3,0
[CLS] Brandon Laird:2 plays with [MASK] [MASK] [MASK] [MASK] [MASK] . [SEP],the . and .s:2,Houston Astros,0,Houston Astros,0
[CLS] Leonel:2 Herrera Rojas:3 plays with [MASK] [MASK] [MASK] [MASK] . [SEP],theooo:4,O ' Higgins F . C .,0,O ' Higgins F . C .,0
